time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
38,-6.4,-7.2,6.4,4.8,7.2,-16.8,-6.4,-6.4,4.8,1.6,12.8,6.4,0.0,-14.4,-21.6,-52.8,-148.0,-100.8,-59.2,-40.8,-18.4,-8.0,-42.4,-9.6,-11.2,-1.6,51.2,18.4,36.0,-57.6,8.8,48.8,48.8,40.0,31.2,5.6
39,-26.67,-12.0,68.0,-30.67,20.0,18.67,86.67,40.0,50.67,60.0,-70.67,-6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,-28.0,12.0,10.67,-6.67,14.67,1.33,25.33,0.0,-10.67,8.0
40,63.0,53.0,32.0,-27.0,37.0,9.0,45.0,-1.0,-12.0,-55.0,-67.0,-23.0,-63.0,-81.0,-76.0,-75.0,-76.0,149.0,-63.0,-42.0,0.0,0.0,-30.0,0.0,5.0,27.0,48.0,-35.0,-34.0,23.0,42.0,23.0,0.0,0.0,28.0,-14.0
41,19.2,-3.2,-5.6,-3.2,32.8,0.0,0.8,-16.8,-28.0,-91.2,-144.0,-19.2,-65.6,-68.0,-40.8,28.8,36.0,-15.2,-58.4,-40.0,0.0,0.0,66.4,0.0,-7.2,3.2,20.0,-2.4,-8.0,-11.2,4.8,14.4,-4.8,-4.8,-17.6,-6.4
42,-4.8,-7.2,0.0,-1.6,12.0,-22.4,20.0,2.4,-7.2,-57.6,-55.2,23.2,-26.4,0.8,25.6,0.0,0.0,-2.4,36.0,-11.2,0.0,0.0,-21.6,0.0,-11.2,12.8,-18.4,0.8,-20.8,-42.4,27.2,27.2,-16.8,-14.4,-31.2,-9.6
43,-23.43,-40.57,5.71,0.0,-0.57,-3.43,-2.29,10.86,17.14,0.0,-9.71,-23.43,0.0,5.14,6.86,94.86,56.57,6.86,-0.57,14.29,-1.14,0.0,28.57,0.0,11.43,-11.43,5.71,5.14,28.57,48.57,-12.0,13.14,24.57,6.86,17.71,22.29
44,1.6,2.4,-7.2,6.4,2.4,2.4,3.2,14.4,0.0,0.0,4.8,0.8,0.0,-20.0,-1.6,28.8,27.2,8.0,-16.8,0.8,11.2,0.0,9.6,0.0,-24.8,-24.0,-16.0,12.8,-20.0,33.6,1.6,1.6,31.2,14.4,-7.2,-9.6
45,-22.0,-2.0,20.0,9.0,26.0,-2.0,-5.0,-11.0,2.0,0.0,-22.0,-6.0,-14.0,-15.0,-20.0,11.0,14.0,-4.0,-14.0,4.0,0.0,0.0,0.0,0.0,-11.0,1.0,40.0,-15.0,5.0,-6.0,-17.0,-2.0,26.0,37.0,24.0,-15.0
46,-2.86,4.57,8.57,0.0,-6.29,-2.86,-5.71,-10.29,-11.43,0.0,-12.0,-2.29,6.86,-2.86,-6.86,-13.14,-1.14,-9.14,-5.14,-4.57,-15.43,0.0,-10.86,-22.29,0.0,1.71,9.71,-2.86,-11.43,-47.43,-7.43,-10.86,0.0,-13.14,-12.57,-6.29
47,-4.57,0.57,12.57,-0.57,-1.71,0.57,-2.86,-1.71,0.0,0.0,-9.71,-10.29,-6.86,-5.14,-5.14,-4.0,5.71,2.86,4.57,3.43,-0.57,0.0,11.43,-8.57,0.0,-3.43,2.29,-17.71,0.57,13.71,-8.57,15.43,0.0,1.14,-9.71,-7.43
48,37.0,12.0,43.0,-9.0,-9.0,-12.0,-3.0,-18.0,-5.0,0.0,21.0,10.0,-1.0,0.0,-9.0,-7.0,-10.0,-13.0,-9.0,-28.0,-21.0,0.0,-40.0,0.0,0.0,4.0,4.0,18.0,20.0,-68.0,2.0,-14.0,0.0,-4.0,-19.0,1.0
49,9.33,2.67,17.33,-1.33,-5.33,-1.33,2.67,-4.0,-2.67,0.0,12.0,20.0,37.33,28.0,29.33,-56.0,53.33,-5.33,14.67,16.0,4.0,0.0,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,36.0,30.4,-16.8,4.8,28.8,4.8,21.6,5.6,0.8,0.0,12.8,32.0,45.6,0.8,8.0,-1.6,44.0,6.4,19.2,-7.2,1.6,0.0,16.0,0.0,0.0,15.2,-52.0,-10.4,-20.0,6.4,-2.4,-9.6,24.8,44.8,16.0,31.2
51,-24.0,29.33,26.67,-17.33,-32.0,40.0,8.0,44.0,33.33,0.0,154.67,0.0,101.33,50.67,-28.0,-38.67,-120.0,44.0,33.33,-41.33,0.0,0.0,57.33,0.0,-2.67,70.67,212.0,1.33,-37.33,41.33,53.33,0.0,25.33,-29.33,116.0,1.33
52,-3.0,-3.0,18.0,3.0,-6.0,-18.0,-10.0,2.0,2.0,18.0,63.0,4.0,125.0,166.0,101.0,-88.0,-119.0,-219.0,112.0,26.0,0.0,0.0,-41.0,0.0,-8.0,-5.0,-25.0,0.0,0.0,-2.0,-6.0,7.0,-37.0,-12.0,1.0,-16.0
53,-40.67,-54.67,-1.33,34.67,2.0,-4.67,-26.67,-42.67,-4.67,15.33,96.0,46.0,32.67,74.0,9.33,89.33,23.33,-8.0,7.33,50.67,0.0,0.0,-0.67,0.0,-36.67,-44.67,-116.0,1.33,26.0,42.0,-56.67,-39.33,-19.33,3.33,-12.67,-10.67
54,6.4,-2.4,-11.2,-8.0,-8.8,4.8,-5.6,-3.2,-1.6,-7.2,-6.4,4.8,-17.6,14.4,44.0,72.8,121.6,30.4,73.6,54.4,6.4,2.4,18.4,-42.4,-36.0,1.6,-55.2,-46.4,-48.8,10.4,-31.2,-93.6,-17.6,-36.8,-12.0,0.8
55,-5.0,26.0,-64.0,-31.0,-35.0,19.0,-5.0,-41.0,-52.0,-34.0,-42.0,-11.0,7.0,-5.0,-5.0,-12.0,11.0,-27.0,-13.0,-3.0,12.0,0.0,-15.0,-10.0,7.0,-10.0,-6.0,-11.0,1.0,3.0,1.0,-10.0,-8.0,-12.0,0.0,-6.0
56,-27.0,12.0,51.0,7.0,5.0,-55.0,44.0,38.0,0.0,37.0,24.0,-37.0,19.0,-24.0,-46.0,-124.0,-162.0,-32.0,-69.0,-58.0,-87.0,0.0,-32.0,65.0,53.0,46.0,52.0,38.0,61.0,0.0,49.0,130.0,42.0,28.0,4.0,-77.0
57,8.0,9.0,10.0,-7.0,12.0,15.0,13.0,13.0,13.0,-7.0,-21.0,-20.0,-20.0,-8.0,-12.0,-7.0,-46.0,9.0,-13.0,-1.0,0.0,0.0,9.0,0.0,2.0,10.0,-3.0,1.0,1.0,-23.0,4.0,-14.0,0.0,0.0,-17.0,9.0
58,17.33,30.0,4.67,-12.67,-5.33,-3.33,18.0,2.67,8.67,-17.33,-43.33,-38.0,-45.33,-52.0,-12.67,-30.0,-54.0,56.67,-29.33,-1.33,0.0,0.0,64.0,0.0,22.67,25.33,53.33,11.33,15.33,-40.0,43.33,50.67,31.33,0.0,37.33,-7.33
59,3.33,1.33,-7.33,-3.33,-30.67,-6.67,-2.67,6.67,0.0,-2.0,-19.33,1.33,-42.67,-28.0,-18.0,0.67,15.33,40.67,-28.0,3.33,0.0,0.0,64.0,0.0,24.67,34.67,-20.67,-10.67,6.0,-40.0,21.33,44.0,-8.67,12.0,-17.33,-24.0
60,-7.0,-2.0,-112.0,4.0,111.0,-18.0,27.0,42.0,13.0,-100.0,-96.0,4.0,-45.0,-38.0,-24.0,63.0,8.0,23.0,-25.0,-4.0,0.0,0.0,51.0,0.0,-5.0,-8.0,6.0,-2.0,11.0,24.0,26.0,-47.0,26.0,13.0,0.0,0.0
